"id","Completo","1","2","3","4","5","6","7","7 [Outro]","8 [Ensino fundamental] [Completo]","8 [Ensino fundamental] [Cursando]","8 [Ensino médio] [Completo]","8 [Ensino médio] [Cursando]","8 [Ensino técnico] [Completo]","8 [Ensino técnico] [Cursando]","8 [Ensino superior] [Completo]","8 [Ensino superior] [Cursando]","1","1 [Outro]","2 [Em casa]","2 [Na escola]","2 [Na lan-house]","2 [Em espaços públicos]","2 [Outros]","3","4 [Computador]","4 [Notebook / Laptop]","4 [Celular / Smartphone / Palmtop]","4 [Video-game]","4 [Outros]","5","6 [E-mail]","6 [Jogos]","6 [Blogs]","6 [Fóruns]","6 [Portais/Notícias]","6 [M.I.]","6 [Sites de relacionamento]","6 [Bate-papo]","6 [Vídeos]","6 [Outros]","7","8 [Orkut]","8 [MySpace]","8 [Facebook]","8 [Twitter]","8 [Não uso sites de relacionamento]","8 [Outro]","1 [Acho importante poder manter contato com os outros participantes da feira após o fim da Febrace]","1 [É possível que um grupo trabalhe num mesmo projeto sem estar na mesma cidade, pela Internet]","1 [A idéia de uma feira de ciências virtual na internet é interessante]","2","3","4","5","6"
"313","Y","Feminino","17","Limeira","São Paulo","ETEC Trajano Camargo","Pública","Finalista","","0","0","0","1","0","1","0","0","Outro","9","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","De vez em quando","De vez em quando","Nunca","","","1 a 3 vezes por semana","De vez em quando","De vez em quando","Nunca","1 a 3 vezes por semana","Todos os dias","Todos os dias","De vez em quando","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo","Neutro","Concordo","Sim","o site é bom mas sai bastante do ar","Não","",""
"314","Y","Masculino","18","Limeira","São Paulo","ETEC Trajano Camargo","Pública","Finalista","","0","0","0","1","0","1","0","0","Outro","3","Todos os dias","1 a 3 vezes por semana","De vez em quando","De vez em quando","","","Todos os dias","Nunca","Nunca","Nunca","","","Todos os dias","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","Todos os dias","Todos os dias","Todos os dias","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Neutro","Concordo","Concordo","Sim","o site poderia ter acessos mais fáceis e ficar no ar todos os dias e horários","Sim","é bom, acredito que seja melhor que o envio postal",""
"315","Y","Feminino","17","Limeira","São Paulo","ETEC Trajano Camargo","Pública","Finalista","","0","0","0","1","0","1","0","0","Outro","14","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","De vez em quando","","","1 a 3 vezes por semana","","","","","","1 a 3 vezes por semana","De vez em quando","De vez em quando","Nunca","1 a 3 vezes por semana","Nunca","Nunca","Nunca","De vez em quando","","","Não","Não","Não","Não","Sim","","Concordo","Concordo","Concordo","Sim","é um ótimo instrumento de apoio àqueles que buscam por inovação e oportunidades.","Não","",""
"316","Y","Feminino","17","São Paulo","São Paulo","I. L. Peretz","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","10","Todos os dias","De vez em quando","De vez em quando","","","","De vez em quando","Todos os dias","De vez em quando","De vez em quando","","","Todos os dias","Nunca","Nunca","Nunca","Nunca","Todos os dias","Todos os dias","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Neutro","Discordo totalmente","Não","","Não","",""
"317","Y","Masculino","17","Guarulhos","São Paulo","Liceu de Artes e Ofício","Particular","Finalista","","0","0","0","0","0","1","0","1","Outro","9","1 a 3 vezes por semana","1 a 3 vezes por semana","De vez em quando","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","","","1 a 3 vezes por semana","De vez em quando","De vez em quando","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","1 a 3 vezes por semana","De vez em quando","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo","Neutro","Concordo","Sim","considero o site bom e atual","Não","",""
"318","Y","Masculino","18","São Paulo","São Paulo","Liceu de Artes e Ofício","Particular","Finalista","","0","0","1","0","0","1","0","0","Outro","10","Todos os dias","De vez em quando","De vez em quando","De vez em quando","","","Todos os dias","De vez em quando","De vez em quando","Nunca","","","Todos os dias","De vez em quando","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","Todos os dias","1 a 3 vezes por semana","De vez em quando","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Neutro","Neutro","Sim","muito bem informado, de fácil acesso e bem organizado.","Sim","fácil uso, muito prático",""
"319","Y","Masculino","17","Guarulhos","São Paulo","Liceu de Artes e Ofício","Particular","Finalista","","0","0","1","0","1","0","0","0","Outro","6","Todos os dias","Todos os dias","De vez em quando","De vez em quando","","","Todos os dias","De vez em quando","Nunca","De vez em quando","","","Todos os dias","Todos os dias","1 a 3 vezes por semana","Todos os dias","Todos os dias","Todos os dias","1 a 3 vezes por semana","Todos os dias","Todos os dias","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Neutro","Concordo","Sim","o site da febrace é organizada, mas é atualizado com pouca frequência.","Sim","eficiente, apesar de ter saído do ar nos últimos dias de submissão.",""
"320","Y","Masculino","15","São Paulo","São Paulo","Objetivo","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","5","Todos os dias","De vez em quando","Nunca","De vez em quando","","","De vez em quando","Todos os dias","1 a 3 vezes por semana","De vez em quando","","","","","","","","","","","","","","Não","Não","Não","Não","Não","","","","","N/A","","N/A","",""
"321","Y","Masculino","17","Limeira","São Paulo","ETEC Trajano Camargo","Pública","Finalista","","0","0","0","1","0","1","0","0","Outro","11","1 a 3 vezes por semana","De vez em quando","De vez em quando","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","","","1 a 3 vezes por semana","De vez em quando","Nunca","1 a 3 vezes por semana","De vez em quando","De vez em quando","De vez em quando","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Concordo","Concordo","Sim","um bom site, só que com poucos acessórios","Sim","bom, só que apresenta algumas dúvidas",""
"322","Y","Feminino","17","Limeira","São Paulo","ETEC Trajano Camargo","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","14","De vez em quando","De vez em quando","De vez em quando","Nunca","","","De vez em quando","","","","","","De vez em quando","De vez em quando","Nunca","Nunca","De vez em quando","De vez em quando","Nunca","Nunca","De vez em quando","","","Não","Não","Não","Não","Sim","","Concordo totalmente","Concordo","Concordo","Sim","interessante, existem vários projetos no qual eu adoraria conhecer","Sim","é um sistema bom, mas um tanto confuso",""
"323","Y","Feminino","16","Artur Nogueira","São Paulo","ETEC Trajano Camargo","Pública","Finalista","","0","0","0","1","0","1","0","0","Outro","12","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","","","1 a 3 vezes por semana","De vez em quando","Nunca","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo","Sim","o site é muito interessante e informativo para internautas que querem acessar","Sim","é bom, porém ficou um pouco que confuso, não foi tão explícito, para a submissão.",""
"324","Y","Feminino","17","São Paulo","São Paulo","I. L. Peretz","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","7","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","Todos os dias","Todos os dias","Nunca","","","Todos os dias","1 a 3 vezes por semana","Nunca","Nunca","Todos os dias","Todos os dias","Todos os dias","Nunca","1 a 3 vezes por semana","","","Sim","Não","Sim","Não","Não","","Concordo totalmente","Discordo","Concordo totalmente","Sim","neutra","Sim","muito útil",""
"325","Y","Feminino","","São Paulo","São Paulo","ETEC Getúlio Vargas","Pública","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","20","Todos os dias","1 a 3 vezes por semana","Nunca","Nunca","","","Todos os dias","1 a 3 vezes por semana","Todos os dias","De vez em quando","","","Todos os dias","De vez em quando","De vez em quando","De vez em quando","Todos os dias","1 a 3 vezes por semana","De vez em quando","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Concordo","Concordo","Sim","informativo e bem esclarecedor","Não","",""
"326","Y","Feminino","18","São Paulo","São Paulo","ETEC Getúlio Vargas","Pública","Finalista","","0","0","0","0","0","0","0","1","Outro","8","Todos os dias","Nunca","Nunca","De vez em quando","","","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","Nunca","","","Todos os dias","Nunca","Nunca","Nunca","Nunca","Todos os dias","Todos os dias","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Discordo","Neutro","Sim","é um site conciso, que contém as informações necessárias","Sim","bom para fazer o upload, visto que não travou e foi rápido",""
"327","Y","Feminino","17","Iracemápolis","São Paulo","ETEC Trajano Camargo","Pública","Finalista","","0","0","0","0","1","0","0","0","Outro","13","Todos os dias","1 a 3 vezes por semana","Nunca","De vez em quando","","","Todos os dias","Nunca","Nunca","Nunca","","","Todos os dias","Nunca","Nunca","Nunca","Todos os dias","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","De vez em quando","1 a 3 vezes por semana","google","Sim","Não","Não","Não","Não","","Concordo","Concordo totalmente","Concordo","Sim","é muito importante, porém encontei algumas dificuldades para encontrar algumas informações","Sim","facilita quanto a ""não necessidade"" de ir aos correios, porém passei por algumas dificuldades e, quando tentava confirmae meus dados, sempre dava errado.",""
"328","Y","Feminino","17","Limeira","São Paulo","ETEC Trajano Camargo","Pública","Finalista","","0","0","0","0","1","0","0","0","Outro","11","Todos os dias","1 a 3 vezes por semana","De vez em quando","Nunca","","","Todos os dias","Nunca","Nunca","Nunca","","","Todos os dias","De vez em quando","De vez em quando","Nunca","1 a 3 vezes por semana","Todos os dias","De vez em quando","Nunca","1 a 3 vezes por semana","1 a 3 vezes por semana","google","Não","Não","Não","Não","Sim","","Concordo","Concordo","Concordo","Sim","muito bom, pois as informações estão sempre atualizadas","Sim","no nosso caso tivemos problemas para submeter nosso projeto, por isso acho que precisa de melhoras",""
"329","Y","Masculino","16","Limeira","São Paulo","ETEC Trajano Camargo","Pública","Finalista","","0","0","0","1","0","1","0","0","Outro","12","1 a 3 vezes por semana","1 a 3 vezes por semana","De vez em quando","Nunca","","","1 a 3 vezes por semana","Nunca","","1 a 3 vezes por semana","","","Todos os dias","1 a 3 vezes por semana","Nunca","De vez em quando","De vez em quando","Todos os dias","Todos os dias","De vez em quando","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo","Concordo totalmente","Neutro","Sim","o site da febrace está editado de maneira a facilitar as pesquisas aos usários","Sim","prático, fácil",""
"330","Y","Masculino","31","Fortaleza","Ceará","Christus","Particular","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","12","Todos os dias","Todos os dias","Nunca","De vez em quando","","","Todos os dias","Todos os dias","Nunca","Nunca","","","Todos os dias","De vez em quando","De vez em quando","Nunca","Todos os dias","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo totalmente","Neutro","Sim","muito bom","Sim","muito bom",""
"331","Y","Masculino","17","Fortaleza","Ceará","Christus","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","11","1 a 3 vezes por semana","Nunca","De vez em quando","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","","","1 a 3 vezes por semana","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","De vez em quando","De vez em quando","De vez em quando","Nunca","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Neutro","Concordo","Sim","prático","Sim","conheço, mas acho o envio por correio mais confiável",""
"332","Y","Feminino","18","Camaragibe","Pernambuco","Ministro Jarbas Passarinho","Pública","Finalista","","0","0","1","0","0","0","0","0","Outro","10","","","1 a 3 vezes por semana","","","","","De vez em quando","Todos os dias","Nunca","","","","","","","","","","","","","","Não","Não","Não","Não","Não","","","","","N/A","","N/A","",""
"333","Y","Feminino","17","Camaragibe","Pernambuco","Ministro Jarbas Passarinho","Pública","Finalista","","0","0","1","0","0","0","0","0","Outro","11","","","De vez em quando","","","","De vez em quando","De vez em quando","","De vez em quando","","","","","","","","","","","","","","Não","Não","Não","Não","Não","","","","","N/A","","N/A","",""
"334","Y","Masculino","18","São Caetano do Sul","São Paulo","ETEC Jorge Street","Pública","Finalista","","0","0","0","0","0","0","0","1","Outro","9","Todos os dias","De vez em quando","De vez em quando","De vez em quando","Todos os dias","Trabalho","1 a 3 vezes por semana","Todos os dias","Nunca","Nunca","","","Todos os dias","De vez em quando","Nunca","De vez em quando","1 a 3 vezes por semana","Todos os dias","Todos os dias","Nunca","1 a 3 vezes por semana","","","Sim","Sim","Não","Não","Não","","Concordo","Concordo","Neutro","Sim","ótimo site com bastante informação, apenas faltou um pouco de didática.","Sim","muito bom o sistema, facilita muito a submissão dos projetos",""
"335","Y","Masculino","18","São Bernardo do Campo","São Paulo","ETEC Jorge Street","Pública","Finalista","","0","0","1","0","1","0","0","0","Outro","12","Todos os dias","De vez em quando","","De vez em quando","","","Todos os dias","De vez em quando","Todos os dias","De vez em quando","","","Todos os dias","De vez em quando","De vez em quando","De vez em quando","Todos os dias","Todos os dias","Todos os dias","Nunca","Todos os dias","","","Sim","Sim","Não","Não","Não","","Concordo","Concordo","Neutro","Sim","é um bom site, porém deixa a desejar quando se trata da facilidade de uso, com ""links de atalho"", por exemplo","Sim","uma ótima idéia, pois através deste, o processo se torna mais ágil e mais fácil.",""
"336","Y","Masculino","17","Santos","São Paulo","Sesi","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","11","Todos os dias","De vez em quando","","","","","Todos os dias","Todos os dias","","","","","","","","","","","","","","","","Não","Não","Não","Não","Não","","","","","N/A","","N/A","",""
"337","Y","Feminino","16","Fortaleza","Ceará","Christus","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","7","Todos os dias","Nunca","De vez em quando","Nunca","","","Todos os dias","Todos os dias","Nunca","Nunca","","","","","","","","","","","","","","Não","Não","Não","Não","Não","","","","","N/A","","N/A","",""
"338","Y","Feminino","16","Jacareí","São Paulo","ETEC Cônego José Bento","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","10","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","","","","","","","","","","","","","","Não","Não","Não","Não","Não","","","","","N/A","","N/A","",""
"339","Y","Masculino","17","Maracanaú","Ceará","Liceu Estadual de Maracanaú","","","","0","0","0","1","0","0","0","0","","","","","1 a 3 vezes por semana","","","","","1 a 3 vezes por semana","","","","","","","","","","","","","","","","Não","Não","Não","Não","Não","","","","","N/A","","N/A","",""
"340","Y","Feminino","15","Jacareí","São Paulo","ETEC Cônego José Bento","Pública","Finalista","","0","0","0","1","0","1","0","0","Outro","12","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","De vez em quando","Nunca","De vez em quando","De vez em quando","1 a 3 vezes por semana","Nunca","De vez em quando","1 a 3 vezes por semana","","","Sim","Sim","Não","Não","Não","","Neutro","Concordo","Neutro","Não","","Não","",""
